"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 09:00","2023","11","04","09:00","2.3","","0.2","","86","","0.0","","22","","16","","","","85.24","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 10:00","2023","11","04","10:00","3.2","","-0.1","","79","","0.0","","22","","15","","","","85.15","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 11:00","2023","11","04","11:00","4.2","","0.1","","75","","0.0","","23","","15","","","","85.08","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 12:00","2023","11","04","12:00","5.5","","0.7","","71","","0.0","","23","","16","","","","84.99","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 13:00","2023","11","04","13:00","6.4","","1.1","","69","","0.0","","23","","17","","","","84.93","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 14:00","2023","11","04","14:00","6.3","","1.0","","69","","0.0","","23","","15","","","","84.88","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 15:00","2023","11","04","15:00","5.3","","1.2","","74","","0.0","","23","","17","","","","84.86","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 16:00","2023","11","04","16:00","4.6","","1.1","","78","","0.0","","23","","17","","","","84.89","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 17:00","2023","11","04","17:00","4.1","","1.0","","80","","0.0","","24","","14","","","","84.88","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 18:00","2023","11","04","18:00","3.5","","0.9","","84","","0.0","","22","","18","","","","84.85","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 19:00","2023","11","04","19:00","3.4","","0.8","","83","","0.0","","23","","16","","","","84.79","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 20:00","2023","11","04","20:00","3.4","","1.0","","84","","0.0","","22","","16","","","","84.78","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 21:00","2023","11","04","21:00","3.1","","0.8","","85","","0.0","","23","","9","","","","84.77","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 22:00","2023","11","04","22:00","3.2","","0.9","","85","","0.0","","23","","16","","","","84.77","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-04 23:00","2023","11","04","23:00","3.0","","0.9","","86","","0.0","","23","","16","","","","84.73","","","","","","NA"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 00:00","2023","11","05","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 01:00","2023","11","05","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 02:00","2023","11","05","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 03:00","2023","11","05","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 04:00","2023","11","05","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 05:00","2023","11","05","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 06:00","2023","11","05","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 07:00","2023","11","05","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 08:00","2023","11","05","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 09:00","2023","11","05","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 10:00","2023","11","05","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 11:00","2023","11","05","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 12:00","2023","11","05","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 13:00","2023","11","05","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 14:00","2023","11","05","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 15:00","2023","11","05","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 16:00","2023","11","05","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 17:00","2023","11","05","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 18:00","2023","11","05","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 19:00","2023","11","05","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 20:00","2023","11","05","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 21:00","2023","11","05","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 22:00","2023","11","05","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-05 23:00","2023","11","05","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 00:00","2023","11","06","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 01:00","2023","11","06","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 02:00","2023","11","06","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 03:00","2023","11","06","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 04:00","2023","11","06","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 05:00","2023","11","06","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 06:00","2023","11","06","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 07:00","2023","11","06","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 08:00","2023","11","06","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 09:00","2023","11","06","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 10:00","2023","11","06","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 11:00","2023","11","06","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 12:00","2023","11","06","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 13:00","2023","11","06","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 14:00","2023","11","06","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 15:00","2023","11","06","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 16:00","2023","11","06","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 17:00","2023","11","06","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 18:00","2023","11","06","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 19:00","2023","11","06","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 20:00","2023","11","06","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 21:00","2023","11","06","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 22:00","2023","11","06","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-06 23:00","2023","11","06","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 00:00","2023","11","07","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 01:00","2023","11","07","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 02:00","2023","11","07","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 03:00","2023","11","07","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 04:00","2023","11","07","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 05:00","2023","11","07","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 06:00","2023","11","07","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 07:00","2023","11","07","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 08:00","2023","11","07","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 09:00","2023","11","07","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 10:00","2023","11","07","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 11:00","2023","11","07","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 12:00","2023","11","07","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 13:00","2023","11","07","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 14:00","2023","11","07","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 15:00","2023","11","07","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 16:00","2023","11","07","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 17:00","2023","11","07","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 18:00","2023","11","07","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 19:00","2023","11","07","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 20:00","2023","11","07","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 21:00","2023","11","07","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 22:00","2023","11","07","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-07 23:00","2023","11","07","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 00:00","2023","11","08","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 01:00","2023","11","08","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 02:00","2023","11","08","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 03:00","2023","11","08","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 04:00","2023","11","08","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 05:00","2023","11","08","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 06:00","2023","11","08","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 07:00","2023","11","08","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 08:00","2023","11","08","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 09:00","2023","11","08","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 10:00","2023","11","08","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 11:00","2023","11","08","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 12:00","2023","11","08","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 13:00","2023","11","08","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 14:00","2023","11","08","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 15:00","2023","11","08","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 16:00","2023","11","08","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 17:00","2023","11","08","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 18:00","2023","11","08","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 19:00","2023","11","08","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 20:00","2023","11","08","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 21:00","2023","11","08","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 22:00","2023","11","08","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-08 23:00","2023","11","08","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 00:00","2023","11","09","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 01:00","2023","11","09","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 02:00","2023","11","09","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 03:00","2023","11","09","03:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 04:00","2023","11","09","04:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 05:00","2023","11","09","05:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 06:00","2023","11","09","06:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 07:00","2023","11","09","07:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 08:00","2023","11","09","08:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 09:00","2023","11","09","09:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 10:00","2023","11","09","10:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 11:00","2023","11","09","11:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 12:00","2023","11","09","12:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 13:00","2023","11","09","13:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 14:00","2023","11","09","14:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 15:00","2023","11","09","15:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 16:00","2023","11","09","16:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 17:00","2023","11","09","17:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 18:00","2023","11","09","18:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 19:00","2023","11","09","19:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 20:00","2023","11","09","20:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 21:00","2023","11","09","21:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 22:00","2023","11","09","22:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-09 23:00","2023","11","09","23:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 00:00","2023","11","10","00:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 01:00","2023","11","10","01:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 02:00","2023","11","10","02:00"
"-115.55","51.19","BANFF CS","3050519","2023-11-10 03:00","2023","11","10","03:00"
